time,posX,setPosX,posY,setPosY,posZ,setPosZ,angleX,setAngleX,angleY,setAngleY,angleZ,setAngleZ,m1,m2,m3,m4
000.615,9.687583,0.0,9.687583,0.0,9.938095,10.0,-0.40530598,-0.43633232,-0.40530598,-0.43633232,-0.0011464749,0.0,0.5120387,0.4594674,0.5120387,0.5689025
000.620,9.679602,0.0,9.679602,0.0,9.937283,10.0,-0.40607616,-0.43633232,-0.40607616,-0.43633232,-0.0011180027,0.0,0.5122405,0.4893738,0.5122405,0.5392934
000.625,9.671504,0.0,9.671504,0.0,9.936475,10.0,-0.40682033,-0.43633232,-0.40682033,-0.43633232,-0.0010902373,0.0,0.51242477,0.46172395,0.51242477,0.5672075
000.630,9.663288,0.0,9.663288,0.0,9.935673,10.0,-0.40755308,-0.43633232,-0.40755308,-0.43633232,-0.0010631611,0.0,0.5129756,0.49188054,0.5129756,0.53805125
000.635,9.654955,0.0,9.654955,0.0,9.9348755,10.0,-0.40826082,-0.43633232,-0.40826082,-0.43633232,-0.0010367571,0.0,0.5131271,0.46436808,0.5131271,0.5657685
000.640,9.646503,0.0,9.646503,0.0,9.934084,10.0,-0.408958,-0.43633232,-0.408958,-0.43633232,-0.0010110084,0.0,0.51364577,0.4940827,0.51364577,0.53699327
000.645,9.637934,0.0,9.637934,0.0,9.933297,10.0,-0.40963104,-0.43633232,-0.40963104,-0.43633232,-9.85899E-4,0.0,0.51376444,0.46676067,0.51376444,0.5644608
000.650,9.629245,0.0,9.629245,0.0,9.932516,10.0,-0.41029438,-0.43633232,-0.41029438,-0.43633232,-9.6141285E-4,0.0,0.51425076,0.49633777,0.51425076,0.53576314
000.655,9.620438,0.0,9.620438,0.0,9.93174,10.0,-0.41093445,-0.43633232,-0.41093445,-0.43633232,-9.375346E-4,0.0,0.5143374,0.4689109,0.5143374,0.5632746
000.660,9.611511,0.0,9.611511,0.0,9.930969,10.0,-0.41156557,-0.43633232,-0.41156557,-0.43633232,-9.14249E-4,0.0,0.5147912,0.49841946,0.5147912,0.53458565
000.665,9.602466,0.0,9.602466,0.0,9.930203,10.0,-0.41217428,-0.43633232,-0.41217428,-0.43633232,-8.915414E-4,0.0,0.5148454,0.47108433,0.5148454,0.5619452
000.670,9.593301,0.0,9.593301,0.0,9.929443,10.0,-0.41277477,-0.43633232,-0.41277477,-0.43633232,-8.693976E-4,0.0,0.5152667,0.5002405,0.5152667,0.53354853
000.675,9.584016,0.0,9.584016,0.0,9.928688,10.0,-0.41335365,-0.43633232,-0.41335365,-0.43633232,-8.4780337E-4,0.0,0.51528907,0.47307777,0.51528907,0.56067467
000.680,9.574611,0.0,9.574611,0.0,9.9279375,10.0,-0.41392502,-0.43633232,-0.41392502,-0.43633232,-8.2674524E-4,0.0,0.51567787,0.50196856,0.51567787,0.5324833
000.685,9.565085,0.0,9.565085,0.0,9.927193,10.0,-0.4144755,-0.43633232,-0.4144755,-0.43633232,-8.062098E-4,0.0,0.51605225,0.4752102,0.51605225,0.55991316
000.690,9.55544,0.0,9.55544,0.0,9.926453,10.0,-0.41501915,-0.43633232,-0.41501915,-0.43633232,-7.8618416E-4,0.0,0.5160275,0.503668,0.5160275,0.53133124
000.695,9.545674,0.0,9.545674,0.0,9.925718,10.0,-0.41554263,-0.43633232,-0.41554263,-0.43633232,-7.6665555E-4,0.0,0.5163697,0.47690943,0.5163697,0.5587008
000.700,9.535788,0.0,9.535788,0.0,9.924989,10.0,-0.4160599,-0.43633232,-0.4160599,-0.43633232,-7.476118E-4,0.0,0.51631266,0.505176,0.51631266,0.53024954
000.705,9.525781,0.0,9.525781,0.0,9.924264,10.0,-0.41655773,-0.43633232,-0.41655773,-0.43633232,-7.290407E-4,0.0,0.5166228,0.4785206,0.5166228,0.5574548
000.710,9.515653,0.0,9.515653,0.0,9.923544,10.0,-0.4170499,-0.43633232,-0.4170499,-0.43633232,-7.109306E-4,0.0,0.516918,0.50684613,0.516918,0.52965254
000.715,9.505403,0.0,9.505403,0.0,9.922829,10.0,-0.4175233,-0.43633232,-0.4175233,-0.43633232,-6.932701E-4,0.0,0.51719874,0.48040774,0.51719874,0.5565863
000.720,9.495031,0.0,9.495031,0.0,9.922119,10.0,-0.41799164,-0.43633232,-0.41799164,-0.43633232,-6.76048E-4,0.0,0.51746494,0.5085265,0.51746494,0.52893513
