time,posX,setPosX,posY,setPosY,posZ,setPosZ,angleX,setAngleX,angleY,setAngleY,angleZ,setAngleZ,m1,m2,m3,m4
000.885,0.0,0.0,0.0,0.0,5.037008,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.890,0.0,0.0,0.0,0.0,5.0820007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.895,0.0,0.0,0.0,0.0,5.126748,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.900,0.0,0.0,0.0,0.0,5.1712503,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.905,0.0,0.0,0.0,0.0,5.2155075,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.910,0.0,0.0,0.0,0.0,5.259519,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.915,0.0,0.0,0.0,0.0,5.3032856,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.920,0.0,0.0,0.0,0.0,5.346807,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.925,0.0,0.0,0.0,0.0,5.390083,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.930,0.0,0.0,0.0,0.0,5.4331136,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.935,0.0,0.0,0.0,0.0,5.475899,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.940,0.0,0.0,0.0,0.0,5.5184393,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.945,0.0,0.0,0.0,0.0,5.5607343,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.950,0.0,0.0,0.0,0.0,5.602784,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.955,0.0,0.0,0.0,0.0,5.6445885,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000.960,0.0,0.0,0.0,0.0,5.6861477,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
