time,posX,setPosX,posY,setPosY,posZ,setPosZ,angleX,setAngleX,angleY,setAngleY,angleZ,setAngleZ,m1,m2,m3,m4,jetAngleX,jetAngleY,gimbalXTorque,gimbalYTorque
087.322,10.266806,10.0,10.142414,10.0,10.067232,10.0,-0.0024050463,-0.0026575625,-0.0017320395,-0.003286302,-8.69395E-4,0.0,1.0,0.0,0.0,0.0,-8.1473275E-4,2.8819218E-4,-0.078366704,0.34
087.327,10.266799,10.0,10.142411,10.0,10.067593,10.0,-0.0022232677,-0.0019919872,-1.4370272E-4,-0.0032885522,-0.0012454381,0.0,0.0,0.0,0.0,1.0,-1.0082964E-5,0.001794632,0.2366076,-0.047418594
087.332,10.266792,10.0,10.142408,10.0,10.067952,10.0,-6.689301E-4,-0.001993984,7.207517E-5,-0.0032908022,-6.479125E-4,0.0,0.0,0.0,1.0,0.0,0.0017725206,0.001177118,-0.1573686,-0.29965627
087.337,10.266786,10.0,10.1424055,10.0,10.068311,10.0,-4.8715144E-4,-0.0019959807,-0.0010847058,-0.0032930523,-0.0010627393,0.0,0.0,1.0,0.0,0.0,0.0012930419,-4.9762905E-4,-0.35474202,0.12575191
087.342,10.26678,10.0,10.142403,10.0,10.068669,10.0,-0.0016779316,-0.0026671886,-8.689279E-4,-0.0032952875,-4.5345223E-4,0.0,1.0,0.0,0.0,0.0,-3.1287293E-4,4.9915107E-5,0.098153844,0.33887333
087.347,10.266774,10.0,10.1424,10.0,10.068959,10.0,-0.002868712,-0.0026708245,-6.5315E-4,-0.0032975525,1.6821118E-4,0.0,0.0,0.0,0.0,0.0,-0.0011037253,3.3132965E-4,0.325047,-0.10613248
087.352,10.2667675,10.0,10.142397,10.0,10.069248,10.0,-0.0026869334,-0.0020052493,9.3518675E-4,-0.0032998025,-2.0333371E-4,0.0,0.0,0.0,0.0,1.0,-1.1373032E-4,0.0018519331,0.1628254,-0.05318798
087.357,10.266761,10.0,10.142395,10.0,10.069536,10.0,-0.0011325958,-0.002007246,0.0011509646,-0.003971249,3.964368E-4,0.0,0.0,0.0,1.0,0.0,0.0017615266,0.0012413356,-0.19433406,-0.30254647
087.362,10.266754,10.0,10.142393,10.0,10.069824,10.0,-9.5081714E-4,-0.0020092428,-5.8163423E-6,-0.0039751083,-1.7273967E-5,0.0,0.0,1.0,0.0,0.0,0.0013282624,-4.30125E-4,-0.37326178,0.12430425
087.367,10.266747,10.0,10.142391,10.0,10.070111,10.0,-0.0021415972,-0.0020112395,2.0996155E-4,-0.0039789975,5.9256365E-4,0.0,1.0,0.0,0.0,0.0,-2.5470287E-4,1.1888784E-4,0.08887563,0.3381484
