time,Xangle,Yangle,Zangle,velocityX,velocityY,velocityZ,accelX,accelY,accelZ
23.83,0.3544203,0.0,0.0,0.0,-1.2449282,-4.8603487,0.0,0.17537309,-3.570364
23.84,0.35442278,0.0,0.0,0.0,-1.2431469,-4.8960433,0.0,0.17812993,-3.569467
23.85,0.35442492,0.0,0.0,0.0,-1.2413384,-4.9317293,0.0,0.18085761,-3.5685785
23.86,0.35442677,0.0,0.0,0.0,-1.2395028,-4.9674063,0.0,0.18355954,-3.567697
23.87,0.3544283,0.0,0.0,0.0,-1.2378452,-5.0031505,0.0,0.16575553,-3.5744011
23.88,0.35442954,0.0,0.0,0.0,-1.2361616,-5.038886,0.0,0.168364,-3.5735488
23.89,0.35443053,0.0,0.0,0.0,-1.2344521,-5.074613,0.0,0.17094742,-3.5727036
23.90,0.35443124,0.0,0.0,0.0,-1.2327172,-5.1103315,0.0,0.17349823,-3.571868
23.91,0.35443175,0.0,0.0,0.0,-1.2309569,-5.146042,0.0,0.17602329,-3.5710404
23.92,0.35443202,0.0,0.0,0.0,-1.2291718,-5.181744,0.0,0.17851643,-3.5702229
23.93,0.35443208,0.0,0.0,0.0,-1.2273619,-5.217438,0.0,0.18098176,-3.569414
23.94,0.3544319,0.0,0.0,0.0,-1.2257324,-5.2532,0.0,0.16294321,-3.576191
23.95,0.35443154,0.0,0.0,0.0,-1.2240793,-5.2889543,0.0,0.1653219,-3.5754106
23.96,0.354431,0.0,0.0,0.0,-1.2224026,-5.324701,0.0,0.16766939,-3.5746412
23.97,0.3544303,0.0,0.0,0.0,-1.2207026,-5.36044,0.0,0.16998766,-3.5738807
23.98,0.3544294,0.0,0.0,0.0,-1.2189798,-5.396171,0.0,0.17227744,-3.57313
23.99,0.35442832,0.0,0.0,0.0,-1.2172344,-5.431895,0.0,0.17454143,-3.572387
24.00,0.3544271,0.0,0.0,0.0,-1.2154666,-5.4676113,0.0,0.17677419,-3.5716548
24.01,0.35442576,0.0,0.0,0.0,-1.2136768,-5.5033207,0.0,0.17897572,-3.5709333
24.02,0.35442427,0.0,0.0,0.0,-1.21207,-5.5390987,0.0,0.16067673,-3.577798
24.03,0.35442266,0.0,0.0,0.0,-1.2104421,-5.5748696,0.0,0.16279502,-3.5771058
24.04,0.3544209,0.0,0.0,0.0,-1.2087933,-5.610634,0.0,0.16488,-3.5764253
24.05,0.35441902,0.0,0.0,0.0,-1.2071239,-5.6463914,0.0,0.16694124,-3.575753
24.06,0.354417,0.0,0.0,0.0,-1.2054342,-5.6821423,0.0,0.16896851,-3.5750918
24.07,0.35441488,0.0,0.0,0.0,-1.2037245,-5.7178864,0.0,0.1709693,-3.5744402
24.08,0.35441267,0.0,0.0,0.0,-1.201995,-5.7536244,0.0,0.17294362,-3.573799
24.09,0.35441038,0.0,0.0,0.0,-1.2002462,-5.789356,0.0,0.17488328,-3.5731697
24.10,0.354408,0.0,0.0,0.0,-1.1984782,-5.825082,0.0,0.17679985,-3.5725482
24.11,0.35440552,0.0,0.0,0.0,-1.1968961,-5.860877,0.0,0.15821388,-3.5795138
24.12,0.35440296,0.0,0.0,0.0,-1.1952957,-5.896666,0.0,0.16004173,-3.5789244
24.13,0.3544003,0.0,0.0,0.0,-1.1936773,-5.9324493,0.0,0.16183971,-3.578347
24.14,0.35439757,0.0,0.0,0.0,-1.1920412,-5.968227,0.0,0.1636112,-3.577778
24.15,0.35439473,0.0,0.0,0.0,-1.1903876,-6.003999,0.0,0.16535482,-3.5772197
24.16,0.35439184,0.0,0.0,0.0,-1.1887169,-6.039766,0.0,0.16706651,-3.5766726
24.17,0.35438892,0.0,0.0,0.0,-1.1870294,-6.075527,0.0,0.16875102,-3.5761364
24.18,0.35438594,0.0,0.0,0.0,-1.1853253,-6.1112833,0.0,0.17040427,-3.5756118
24.19,0.35438293,0.0,0.0,0.0,-1.183605,-6.147034,0.0,0.17203441,-3.575096
24.20,0.35437986,0.0,0.0,0.0,-1.1818687,-6.1827803,0.0,0.17363194,-3.5745924
24.21,0.35437676,0.0,0.0,0.0,-1.1801167,-6.218521,0.0,0.17520364,-3.5740988
24.22,0.3543736,0.0,0.0,0.0,-1.1785539,-6.254333,0.0,0.15626936,-3.5811923
24.23,0.35437042,0.0,0.0,0.0,-1.1769763,-6.29014,0.0,0.15775573,-3.5807307
24.24,0.35436717,0.0,0.0,0.0,-1.1753842,-6.325943,0.0,0.15921083,-3.5802805
24.25,0.3543639,0.0,0.0,0.0,-1.1737778,-6.3617415,0.0,0.16063738,-3.5798407
24.26,0.35436055,0.0,0.0,0.0,-1.1721574,-6.397536,0.0,0.16203606,-3.5794115
24.27,0.35435718,0.0,0.0,0.0,-1.1705234,-6.433326,0.0,0.16340415,-3.5789948
24.28,0.35435376,0.0,0.0,0.0,-1.1688759,-6.4691114,0.0,0.16474435,-3.5785882
24.29,0.3543503,0.0,0.0,0.0,-1.1672153,-6.5048933,0.0,0.16605872,-3.5781913
24.30,0.35434678,0.0,0.0,0.0,-1.1655419,-6.5406713,0.0,0.16734113,-3.5778053
24.31,0.35434324,0.0,0.0,0.0,-1.1638559,-6.5764456,0.0,0.16859701,-3.577431
24.32,0.35433963,0.0,0.0,0.0,-1.1621577,-6.6122165,0.0,0.16982095,-3.5770679
24.33,0.354336,0.0,0.0,0.0,-1.1604475,-6.6479836,0.0,0.17101972,-3.5767148
24.34,0.3543323,0.0,0.0,0.0,-1.1587256,-6.6837473,0.0,0.17218786,-3.5763724
24.35,0.3543286,0.0,0.0,0.0,-1.157197,-6.7195835,0.0,0.15285751,-3.5836146
24.36,0.3543249,0.0,0.0,0.0,-1.1556576,-6.7554164,0.0,0.15393761,-3.5833063
24.37,0.3543212,0.0,0.0,0.0,-1.1541077,-6.7912464,0.0,0.15499456,-3.5830073
24.38,0.35431752,0.0,0.0,0.0,-1.1525475,-6.8270736,0.0,0.15601887,-3.5827212
24.39,0.35431382,0.0,0.0,0.0,-1.1509773,-6.862898,0.0,0.15701734,-3.5824454
24.40,0.35431013,0.0,0.0,0.0,-1.1493974,-6.89872,0.0,0.15798791,-3.5821807
24.41,0.35430643,0.0,0.0,0.0,-1.1478081,-6.934539,0.0,0.15892445,-3.5819285
24.42,0.35430273,0.0,0.0,0.0,-1.1462097,-6.9703555,0.0,0.15983923,-3.581686
24.43,0.35429904,0.0,0.0,0.0,-1.1446025,-7.0061703,0.0,0.1607227,-3.5814555
24.44,0.35429534,0.0,0.0,0.0,-1.1429868,-7.0419827,0.0,0.16157828,-3.581236
24.45,0.35429165,0.0,0.0,0.0,-1.1413627,-7.077793,0.0,0.16240528,-3.5810277
24.46,0.35428795,0.0,0.0,0.0,-1.1397307,-7.113601,0.0,0.16320302,-3.5808313
24.47,0.35428426,0.0,0.0,0.0,-1.138091,-7.149408,0.0,0.16397353,-3.5806448
24.48,0.35428056,0.0,0.0,0.0,-1.1364437,-7.1852126,0.0,0.1647175,-3.5804694
24.49,0.35427687,0.0,0.0,0.0,-1.1347895,-7.2210155,0.0,0.16542947,-3.5803063
24.50,0.35427317,0.0,0.0,0.0,-1.1331283,-7.256817,0.0,0.16611423,-3.5801544
24.51,0.35426947,0.0,0.0,0.0,-1.1314607,-7.292617,0.0,0.16676767,-3.580014
24.52,0.35426578,0.0,0.0,0.0,-1.1297867,-7.328416,0.0,0.16739865,-3.5798836
24.53,0.35426208,0.0,0.0,0.0,-1.1283115,-7.3642893,0.0,0.1475236,-3.5873377
24.54,0.3542584,0.0,0.0,0.0,-1.1268308,-7.4001617,0.0,0.14806716,-3.5872402
24.55,0.3542547,0.0,0.0,0.0,-1.125345,-7.4360332,0.0,0.14857668,-3.5871565
24.56,0.354251,0.0,0.0,0.0,-1.1236496,-7.4718285,0.0,0.16953638,-3.5795097
24.57,0.3542473,0.0,0.0,0.0,-1.1221541,-7.5076985,0.0,0.1495483,-3.5870075
24.58,0.3542436,0.0,0.0,0.0,-1.1206543,-7.543568,0.0,0.1499768,-3.5869563
24.59,0.3542399,0.0,0.0,0.0,-1.1191506,-7.5794373,0.0,0.15037398,-3.5869162
24.60,0.35423622,0.0,0.0,0.0,-1.1176432,-7.615306,0.0,0.1507439,-3.5868874
24.61,0.35423252,0.0,0.0,0.0,-1.1161324,-7.6511745,0.0,0.15108727,-3.586869
24.62,0.35422882,0.0,0.0,0.0,-1.1146184,-7.687043,0.0,0.15140067,-3.586862
24.63,0.35422513,0.0,0.0,0.0,-1.1131016,-7.722912,0.0,0.15168546,-3.5868669
24.64,0.35422143,0.0,0.0,0.0,-1.1115822,-7.7587805,0.0,0.15194234,-3.5868824
24.65,0.35421774,0.0,0.0,0.0,-1.1100605,-7.7946496,0.0,0.15217061,-3.5869088
24.66,0.35421404,0.0,0.0,0.0,-1.1085367,-7.830519,0.0,0.15237163,-3.586947
24.67,0.35421035,0.0,0.0,0.0,-1.1070113,-7.8663893,0.0,0.15254131,-3.5869963
24.68,0.35420665,0.0,0.0,0.0,-1.1054845,-7.90226,0.0,0.15268373,-3.5870576
24.69,0.35420296,0.0,0.0,0.0,-1.1039565,-7.9381313,0.0,0.1527996,-3.5871284
24.70,0.35419926,0.0,0.0,0.0,-1.1024276,-7.9740033,0.0,0.15288344,-3.587213
24.71,0.35419556,0.0,0.0,0.0,-1.1008981,-8.009876,0.0,0.15294345,-3.587306
24.72,0.35419187,0.0,0.0,0.0,-1.0993685,-8.045751,0.0,0.15297006,-3.587412
24.73,0.35418817,0.0,0.0,0.0,-1.0978388,-8.081626,0.0,0.15297145,-3.5875287
24.74,0.35418448,0.0,0.0,0.0,-1.0963093,-8.117502,0.0,0.15294491,-3.5876558
24.75,0.35418078,0.0,0.0,0.0,-1.0947804,-8.15338,0.0,0.15288702,-3.5877955
24.76,0.3541771,0.0,0.0,0.0,-1.0932524,-8.18926,0.0,0.15280187,-3.587946
24.77,0.3541734,0.0,0.0,0.0,-1.0917256,-8.225141,0.0,0.15268742,-3.5881073
24.78,0.3541697,0.0,0.0,0.0,-1.0902001,-8.2610235,0.0,0.15254639,-3.5882804
24.79,0.354166,0.0,0.0,0.0,-1.0886763,-8.296908,0.0,0.15237606,-3.588464
24.80,0.3541623,0.0,0.0,0.0,-1.0871546,-8.332795,0.0,0.15217572,-3.5886595
24.81,0.3541586,0.0,0.0,0.0,-1.0856352,-8.368684,0.0,0.15194881,-3.588866
24.82,0.3541549,0.0,0.0,0.0,-1.0841182,-8.404574,0.0,0.15169258,-3.589084
24.83,0.35415122,0.0,0.0,0.0,-1.0826042,-8.440468,0.0,0.15140976,-3.589312
24.84,0.35414752,0.0,0.0,0.0,-1.0810932,-8.476363,0.0,0.15109627,-3.5895522
24.85,0.35414383,0.0,0.0,0.0,-1.0793809,-8.512185,0.0,0.17122886,-3.5822341
24.86,0.35414013,0.0,0.0,0.0,-1.0778767,-8.548085,0.0,0.15041496,-3.5900552
24.87,0.35413644,0.0,0.0,0.0,-1.0763766,-8.583988,0.0,0.1500142,-3.5903294
24.88,0.35413274,0.0,0.0,0.0,-1.0748807,-8.619894,0.0,0.1495889,-3.590614
24.89,0.35412905,0.0,0.0,0.0,-1.0733894,-8.655803,0.0,0.14913222,-3.5909111
24.90,0.35412535,0.0,0.0,0.0,-1.0719029,-8.691715,0.0,0.14865033,-3.5912173
24.91,0.35412166,0.0,0.0,0.0,-1.0704216,-8.727631,0.0,0.14813502,-3.5915375
24.92,0.35411796,0.0,0.0,0.0,-1.0687408,-8.7634735,0.0,0.16806783,-3.5842981
24.93,0.35411426,0.0,0.0,0.0,-1.0672703,-8.799396,0.0,0.1470541,-3.5921977
24.94,0.35411057,0.0,0.0,0.0,-1.0658057,-8.835321,0.0,0.14645696,-3.592549
24.95,0.35410687,0.0,0.0,0.0,-1.0643474,-8.87125,0.0,0.14583117,-3.5929124
24.96,0.35410318,0.0,0.0,0.0,-1.0626909,-8.907107,0.0,0.16564938,-3.585719
24.97,0.35409948,0.0,0.0,0.0,-1.0612457,-8.943044,0.0,0.14452246,-3.5936625
24.98,0.3540958,0.0,0.0,0.0,-1.0598075,-8.978984,0.0,0.14381072,-3.59406
24.99,0.3540921,0.0,0.0,0.0,-1.0581721,-9.014853,0.0,0.16354163,-3.5869007
25.00,0.3540884,0.0,0.0,0.0,-1.0567489,-9.050801,0.0,0.14232807,-3.5948782
25.01,0.3540847,0.0,0.0,0.0,-1.0551288,-9.0866785,0.0,0.16200508,-3.5877402
25.02,0.354081,0.0,0.0,0.0,-1.0537214,-9.122636,0.0,0.14073285,-3.5957406
25.03,0.3540773,0.0,0.0,0.0,-1.052118,-9.158522,0.0,0.16035324,-3.5886252
25.04,0.3540736,0.0,0.0,0.0,-1.0505229,-9.194412,0.0,0.15949908,-3.5890794
25.05,0.35406992,0.0,0.0,0.0,-1.0491415,-9.230383,0.0,0.13814156,-3.597113
25.06,0.35406622,0.0,0.0,0.0,-1.0475647,-9.266283,0.0,0.15767802,-3.5900311
25.07,0.35406253,0.0,0.0,0.0,-1.0459974,-9.302188,0.0,0.15673584,-3.5905194
25.08,0.35405883,0.0,0.0,0.0,-1.0444397,-9.338099,0.0,0.1557691,-3.5910177
25.09,0.35405514,0.0,0.0,0.0,-1.0430967,-9.374089,0.0,0.13429625,-3.5990965
25.10,0.35405144,0.0,0.0,0.0,-1.0415595,-9.410009,0.0,0.15371807,-3.59206
25.11,0.35404775,0.0,0.0,0.0,-1.0400329,-9.445935,0.0,0.15266329,-3.592593
25.12,0.35404405,0.0,0.0,0.0,-1.038517,-9.481867,0.0,0.15158324,-3.593136
25.13,0.35404035,0.0,0.0,0.0,-1.0370123,-9.517804,0.0,0.15047182,-3.593691
25.14,0.35403666,0.0,0.0,0.0,-1.035519,-9.553747,0.0,0.14933309,-3.594257
25.15,0.35403296,0.0,0.0,0.0,-1.0340374,-9.589696,0.0,0.14816567,-3.5948346
25.16,0.35402927,0.0,0.0,0.0,-1.0325676,-9.62565,0.0,0.14696825,-3.5954237
25.17,0.35402557,0.0,0.0,0.0,-1.0311102,-9.661611,0.0,0.14574419,-3.5960228
25.18,0.35402188,0.0,0.0,0.0,-1.0296652,-9.6975765,0.0,0.1444901,-3.5966346
25.19,0.35401818,0.0,0.0,0.0,-1.0282332,-9.733549,0.0,0.14320733,-3.597257
25.20,0.3540145,0.0,0.0,0.0,-1.0268142,-9.769528,0.0,0.14189725,-3.5978906
25.21,0.3540108,0.0,0.0,0.0,-1.0254086,-9.805513,0.0,0.14055783,-3.5985358
25.22,0.3540071,0.0,0.0,0.0,-1.0240167,-9.841505,0.0,0.13919108,-3.5991914
25.23,0.3540034,0.0,0.0,0.0,-1.0226388,-9.877503,0.0,0.13779293,-3.5998595
25.24,0.3539997,0.0,0.0,0.0,-1.021275,-9.913508,0.0,0.1363702,-3.6005375
25.25,0.353996,0.0,0.0,0.0,-1.0199258,-9.949521,0.0,0.1349154,-3.601228
25.26,0.3539923,0.0,0.0,0.0,-1.0185915,-9.98554,0.0,0.13343598,-3.6019278
25.27,0.35398862,0.0,0.0,0.0,-1.0170676,-10.021491,0.0,0.15239988,-3.5950737
25.28,0.35398492,0.0,0.0,0.0,-1.0155586,-10.057449,0.0,0.15089053,-3.5957866
25.29,0.35398123,0.0,0.0,0.0,-1.014065,-10.093414,0.0,0.1493525,-3.5965102
25.30,0.35397753,0.0,0.0,0.0,-1.0125872,-10.129387,0.0,0.14778647,-3.5972452
25.31,0.35397384,0.0,0.0,0.0,-1.0111253,-10.165367,0.0,0.14618972,-3.5979922
25.32,0.35397014,0.0,0.0,0.0,-1.0096797,-10.201355,0.0,0.144567,-3.5987494
25.33,0.35396644,0.0,0.0,0.0,-1.0082506,-10.23735,0.0,0.14291355,-3.5995188
25.34,0.35396275,0.0,0.0,0.0,-1.0068382,-10.273354,0.0,0.1412355,-3.6002984
25.35,0.35395905,0.0,0.0,0.0,-1.005443,-10.309364,0.0,0.13952535,-3.60109
25.36,0.35395536,0.0,0.0,0.0,-1.0040652,-10.345384,0.0,0.13778515,-3.6018932
25.37,0.35395166,0.0,0.0,0.0,-1.002705,-10.381411,0.0,0.136019,-3.6027067
25.38,0.35394797,0.0,0.0,0.0,-1.0013627,-10.417446,0.0,0.13422483,-3.6035316
25.39,0.35394427,0.0,0.0,0.0,-1.0000386,-10.45349,0.0,0.13239993,-3.6043684
25.40,0.35394058,0.0,0.0,0.0,-0.99873316,-10.489542,0.0,0.13054906,-3.6052153
25.41,0.35393688,0.0,0.0,0.0,-0.99724174,-10.525527,0.0,0.14914285,-3.5985088
25.42,0.3539332,0.0,0.0,0.0,-0.9957691,-10.561521,0.0,0.14726268,-3.5993683
25.43,0.3539295,0.0,0.0,0.0,-0.99431556,-10.597523,0.0,0.14535312,-3.600239
25.44,0.3539258,0.0,0.0,0.0,-0.9928814,-10.6335335,0.0,0.14341693,-3.601121
25.45,0.3539221,0.0,0.0,0.0,-0.9914669,-10.669554,0.0,0.14145134,-3.6020133
25.46,0.3539184,0.0,0.0,0.0,-0.9900723,-10.705583,0.0,0.13945842,-3.6029172
25.47,0.3539147,0.0,0.0,0.0,-0.98869795,-10.741621,0.0,0.13743408,-3.6038334
25.48,0.353911,0.0,0.0,0.0,-0.98734415,-10.777669,0.0,0.13538171,-3.60476
25.49,0.35390732,0.0,0.0,0.0,-0.9860111,-10.813725,0.0,0.13330339,-3.6056972
25.50,0.35390362,0.0,0.0,0.0,-0.98469913,-10.849792,0.0,0.13119431,-3.6066468
25.51,0.35389993,0.0,0.0,0.0,-0.9834086,-10.885868,0.0,0.12905788,-3.607607
25.52,0.35389623,0.0,0.0,0.0,-0.98213965,-10.921954,0.0,0.12689003,-3.6085794
25.53,0.35389253,0.0,0.0,0.0,-0.9806879,-10.957974,0.0,0.14517228,-3.6019976
25.54,0.35388884,0.0,0.0,0.0,-0.9792581,-10.994004,0.0,0.14297917,-3.6029809
25.55,0.35388514,0.0,0.0,0.0,-0.97785056,-11.030044,0.0,0.14075601,-3.6039755
25.56,0.35388145,0.0,0.0,0.0,-0.9764655,-11.066093,0.0,0.13850617,-3.604981
25.57,0.35387775,0.0,0.0,0.0,-0.97510326,-11.102154,0.0,0.13622695,-3.6059988
25.58,0.35387406,0.0,0.0,0.0,-0.97376406,-11.138224,0.0,0.13391833,-3.6070266
25.59,0.35387036,0.0,0.0,0.0,-0.9724482,-11.174304,0.0,0.13158238,-3.608066
25.60,0.35386667,0.0,0.0,0.0,-0.97115606,-11.210395,0.0,0.12921701,-3.6091168
25.61,0.35386297,0.0,0.0,0.0,-0.96988785,-11.246496,0.0,0.12682228,-3.6101794
25.62,0.35385928,0.0,0.0,0.0,-0.9684391,-11.282533,0.0,0.14487694,-3.6036887
25.63,0.35385558,0.0,0.0,0.0,-0.96701455,-11.318581,0.0,0.14245692,-3.6047623
25.64,0.35385188,0.0,0.0,0.0,-0.9656145,-11.354639,0.0,0.14000545,-3.6058471
25.65,0.3538482,0.0,0.0,0.0,-0.96423924,-11.390709,0.0,0.13752663,-3.6069438
25.66,0.3538445,0.0,0.0,0.0,-0.9628891,-11.426789,0.0,0.13501841,-3.6080515
25.67,0.3538408,0.0,0.0,0.0,-0.96156424,-11.462881,0.0,0.13248286,-3.60917
25.68,0.3538371,0.0,0.0,0.0,-0.96026504,-11.498984,0.0,0.12991856,-3.6103
25.69,0.3538334,0.0,0.0,0.0,-0.9589918,-11.535099,0.0,0.1273242,-3.611442
25.70,0.3538297,0.0,0.0,0.0,-0.9577448,-11.571225,0.0,0.12470316,-3.612594
25.71,0.35382602,0.0,0.0,0.0,-0.95631945,-11.607287,0.0,0.14253083,-3.6061943
25.72,0.35382232,0.0,0.0,0.0,-0.95492065,-11.643361,0.0,0.13987768,-3.6073596
25.73,0.35381863,0.0,0.0,0.0,-0.9535486,-11.679446,0.0,0.13720194,-3.608534
25.74,0.35381493,0.0,0.0,0.0,-0.9522037,-11.715544,0.0,0.13449407,-3.609721
25.75,0.35381123,0.0,0.0,0.0,-0.9508861,-11.751653,0.0,0.13175951,-3.6109192
25.76,0.35380754,0.0,0.0,0.0,-0.9495961,-11.787774,0.0,0.12899554,-3.6121285
25.77,0.35380384,0.0,0.0,0.0,-0.9483341,-11.823908,0.0,0.1262015,-3.6133492
25.78,0.35380015,0.0,0.0,0.0,-0.94689554,-11.859978,0.0,0.1438582,-3.6070178
25.79,0.35379645,0.0,0.0,0.0,-0.9454852,-11.89606,0.0,0.14103884,-3.6082497
25.80,0.35379276,0.0,0.0,0.0,-0.9441033,-11.932155,0.0,0.13818869,-3.6094933
25.81,0.35378906,0.0,0.0,0.0,-0.9427502,-11.968262,0.0,0.1353105,-3.610748
25.82,0.35378537,0.0,0.0,0.0,-0.94142616,-12.004382,0.0,0.13240425,-3.612014
25.83,0.35378167,0.0,0.0,0.0,-0.9401315,-12.040515,0.0,0.12946862,-3.6132913
25.84,0.35377797,0.0,0.0,0.0,-0.93886644,-12.076661,0.0,0.12650628,-3.6145797
25.85,0.35377428,0.0,0.0,0.0,-0.9376313,-12.11282,0.0,0.12351453,-3.615879
25.86,0.35377058,0.0,0.0,0.0,-0.9364264,-12.148992,0.0,0.1204927,-3.6171904
25.87,0.3537669,0.0,0.0,0.0,-0.9350472,-12.1851015,0.0,0.13791887,-3.610951
25.88,0.3537632,0.0,0.0,0.0,-0.9336985,-12.221224,0.0,0.13487169,-3.6122735
25.89,0.3537595,0.0,0.0,0.0,-0.93238056,-12.2573595,0.0,0.13179372,-3.6136072
25.90,0.3537558,0.0,0.0,0.0,-0.9310937,-12.2935095,0.0,0.12868771,-3.6149526
25.91,0.3537521,0.0,0.0,0.0,-0.9298382,-12.329673,0.0,0.12555297,-3.616309
25.92,0.3537484,0.0,0.0,0.0,-0.92861426,-12.3658495,0.0,0.12239083,-3.6176765
25.93,0.35374472,0.0,0.0,0.0,-0.92721754,-12.401964,0.0,0.13967331,-3.6114945
25.94,0.35374102,0.0,0.0,0.0,-0.9258527,-12.438093,0.0,0.13648379,-3.6128733
25.95,0.35373732,0.0,0.0,0.0,-0.9245201,-12.474236,0.0,0.1332621,-3.6142642
25.96,0.35373363,0.0,0.0,0.0,-0.9232199,-12.510392,0.0,0.13001578,-3.615666
25.97,0.35372993,0.0,0.0,0.0,-0.92195255,-12.546563,0.0,0.12673798,-3.6170793
25.98,0.35372624,0.0,0.0,0.0,-0.92071825,-12.582748,0.0,0.12343212,-3.618504
25.99,0.35372254,0.0,0.0,0.0,-0.9195173,-12.618948,0.0,0.12009821,-3.6199396
26.00,0.35371885,0.0,0.0,0.0,-0.9181451,-12.6550865,0.0,0.13721298,-3.6138256
26.01,0.35371515,0.0,0.0,0.0,-0.9168066,-12.691239,0.0,0.13385165,-3.6152728
26.02,0.35371146,0.0,0.0,0.0,-0.915502,-12.7274065,0.0,0.13045883,-3.616732
26.03,0.35370776,0.0,0.0,0.0,-0.9142316,-12.763589,0.0,0.1270407,-3.6182015
26.04,0.35370407,0.0,0.0,0.0,-0.9129957,-12.799786,0.0,0.12359176,-3.6196833
26.05,0.35370037,0.0,0.0,0.0,-0.91179454,-12.835998,0.0,0.12011476,-3.6211753
26.06,0.35369667,0.0,0.0,0.0,-0.91042364,-12.8721485,0.0,0.13708849,-3.6151178
26.07,0.35369298,0.0,0.0,0.0,-0.9090878,-12.908315,0.0,0.13358338,-3.6166222
26.08,0.35368928,0.0,0.0,0.0,-0.9077873,-12.944496,0.0,0.13004746,-3.6181386
26.09,0.3536856,0.0,0.0,0.0,-0.90652245,-12.980693,0.0,0.12648621,-3.619665
26.10,0.3536819,0.0,0.0,0.0,-0.90529346,-13.016905,0.0,0.12289621,-3.621203
26.11,0.3536782,0.0,0.0,0.0,-0.9041007,-13.053132,0.0,0.1192761,-3.6227524
26.12,0.3536745,0.0,0.0,0.0,-0.90273964,-13.089299,0.0,0.13610671,-3.616752
26.13,0.3536708,0.0,0.0,0.0,-0.90141505,-13.125483,0.0,0.13245913,-3.6183136
26.14,0.3536671,0.0,0.0,0.0,-0.90012723,-13.161681,0.0,0.12878214,-3.619886
26.15,0.3536634,0.0,0.0,0.0,-0.8988764,-13.197896,0.0,0.12507775,-3.6214693
26.16,0.35365972,0.0,0.0,0.0,-0.897663,-13.234127,0.0,0.1213446,-3.623064
26.17,0.35365602,0.0,0.0,0.0,-0.8964872,-13.270373,0.0,0.11758407,-3.6246698
26.18,0.35365233,0.0,0.0,0.0,-0.89514446,-13.3065605,0.0,0.13427153,-3.6187272
26.19,0.35364863,0.0,0.0,0.0,-0.89383966,-13.342764,0.0,0.13048285,-3.6203446
26.20,0.35364494,0.0,0.0,0.0,-0.892573,-13.3789835,0.0,0.12666336,-3.621974
26.21,0.35364124,0.0,0.0,0.0,-0.89134485,-13.415219,0.0,0.12281785,-3.623614
26.22,0.35363755,0.0,0.0,0.0,-0.89015543,-13.451472,0.0,0.11894154,-3.6252658
26.23,0.35363385,0.0,0.0,0.0,-0.88900506,-13.487741,0.0,0.11503715,-3.6269283
26.24,0.35363016,0.0,0.0,0.0,-0.88768923,-13.523952,0.0,0.13158211,-3.6210434
26.25,0.35362646,0.0,0.0,0.0,-0.88641274,-13.560179,0.0,0.12764956,-3.6227183
26.26,0.35362276,0.0,0.0,0.0,-0.8851758,-13.596423,0.0,0.1236896,-3.6244035
26.27,0.35361907,0.0,0.0,0.0,-0.88397884,-13.632684,0.0,0.11969749,-3.626101
26.28,0.35361537,0.0,0.0,0.0,-0.88282204,-13.668962,0.0,0.11567865,-3.6278102
26.29,0.35361168,0.0,0.0,0.0,-0.88150096,-13.705181,0.0,0.13211052,-3.6219704
26.30,0.35360798,0.0,0.0,0.0,-0.88022035,-13.741418,0.0,0.12806351,-3.6236906
26.31,0.3536043,0.0,0.0,0.0,-0.87898046,-13.777672,0.0,0.12399047,-3.6254213
26.32,0.3536006,0.0,0.0,0.0,-0.87778157,-13.813944,0.0,0.11988662,-3.6271636
26.33,0.3535969,0.0,0.0,0.0,-0.87662405,-13.850233,0.0,0.11575196,-3.628919
26.34,0.3535932,0.0,0.0,0.0,-0.8753033,-13.886464,0.0,0.13207074,-3.6231248
26.35,0.3535895,0.0,0.0,0.0,-0.8740242,-13.922713,0.0,0.12791061,-3.6248899
26.36,0.3535858,0.0,0.0,0.0,-0.872787,-13.95898,0.0,0.123721726,-3.6266673
26.37,0.3535821,0.0,0.0,0.0,-0.871592,-13.995264,0.0,0.11950407,-3.6284554
26.38,0.35357842,0.0,0.0,0.0,-0.8704394,-14.031567,0.0,0.11525696,-3.630255
26.39,0.35357472,0.0,0.0,0.0,-0.8693296,-14.067887,0.0,0.11098178,-3.6320662
26.40,0.35357103,0.0,0.0,0.0,-0.868058,-14.104151,0.0,0.12715662,-3.6263304
26.41,0.35356733,0.0,0.0,0.0,-0.8668295,-14.140432,0.0,0.12285391,-3.6281521
26.42,0.35356364,0.0,0.0,0.0,-0.8656443,-14.176732,0.0,0.11852175,-3.6299863
26.43,0.35355994,0.0,0.0,0.0,-0.86450267,-14.213051,0.0,0.11416219,-3.631831
26.44,0.35355625,0.0,0.0,0.0,-0.8632002,-14.249312,0.0,0.1302506,-3.6261296
26.45,0.35355255,0.0,0.0,0.0,-0.8619416,-14.285592,0.0,0.12586217,-3.6279862
26.46,0.35354885,0.0,0.0,0.0,-0.86072713,-14.321891,0.0,0.12144493,-3.6298544
26.47,0.35354516,0.0,0.0,0.0,-0.85955715,-14.358208,0.0,0.117000304,-3.631734
26.48,0.35354146,0.0,0.0,0.0,-0.8584319,-14.394544,0.0,0.11252485,-3.6336248
26.49,0.35353777,0.0,0.0,0.0,-0.85714686,-14.430823,0.0,0.12850146,-3.627969
26.50,0.35353407,0.0,0.0,0.0,-0.8559069,-14.467122,0.0,0.123998486,-3.6298711
26.51,0.35353038,0.0,0.0,0.0,-0.85471225,-14.50344,0.0,0.11946672,-3.6317854
